P1_capture,P1_capture_count,P1_target_class_count,legacy_presence_rate,P2_noise_pct,P3_completeness,P4_homogeneity,ARI,AMI,Sil,k_total,k_classes,k_noise,fragment_ratio,recipe,epoch,threshold,embedding,label,embedding_mtime_ns,method,p1_nonregress,p2_nonregress,p3_nonregress,p4_nonregress,ari_nonregress,sil_nonregress,primary_gate,core_gate
0.9688,31,32,1.0,0.0,0.8649,0.9032,0.7571,0.8762,0.4508537650108337,47,32,9,1.46875,unkda_nv050,2,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep2.npy,NV 0.50,1783667167025316300,louvain_res6,True,True,False,False,False,True,False,False
0.9375,30,32,1.0,0.0,0.7713,0.8449,0.5916,0.7904,0.284293383359909,60,32,12,1.875,unkda_nv050,3,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep3.npy,NV 0.50,1783668158774145100,finch_p2,True,True,False,False,False,False,False,False
0.9375,30,32,1.0,0.0,0.8226,0.8696,0.7312,0.8348,0.3877561688423157,51,32,10,1.59375,unkda_nv050,3,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep3.npy,NV 0.50,1783668158774145100,louvain_res6,False,True,False,False,False,True,False,False
0.875,28,32,1.0,0.0,0.7819,0.8461,0.6192,0.7979,0.3247511386871338,59,32,11,1.84375,unkda_nv050,4,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep4.npy,NV 0.50,1783669152271859400,finch_p2,False,True,False,False,False,True,False,False
0.9062,29,32,1.0,0.0,0.8193,0.8681,0.722,0.8321,0.3928863704204559,52,32,11,1.625,unkda_nv050,4,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep4.npy,NV 0.50,1783669152271859400,louvain_res6,False,True,False,False,False,True,False,False
0.8125,26,32,1.0,0.0,0.7961,0.8223,0.5872,0.7956,0.3464847803115845,54,32,14,1.6875,unkda_nv050,5,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep5.npy,NV 0.50,1783670146470177000,finch_p2,False,True,False,False,False,True,False,False
0.9062,29,32,1.0,0.0,0.8173,0.8691,0.6936,0.831,0.3793249428272247,54,32,12,1.6875,unkda_nv050,5,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep5.npy,NV 0.50,1783670146470177000,louvain_res6,False,True,False,False,False,True,False,False
0.9688,31,32,1.0,0.0,0.8312,0.8894,0.6742,0.8484,0.3121871650218963,57,32,14,1.78125,unkda_nv050,6,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep6.npy,NV 0.50,1783671140401132000,finch_p2,True,True,True,False,False,True,False,False
0.9688,31,32,1.0,0.0,0.8609,0.9058,0.7718,0.875,0.4160797297954559,49,32,10,1.53125,unkda_nv050,6,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep6.npy,NV 0.50,1783671140401132000,louvain_res6,True,True,False,False,False,True,False,False
0.9688,31,32,1.0,0.0,0.8224,0.8821,0.672,0.8396,0.3254285156726837,58,32,13,1.8125,unkda_nv050,7,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep7.npy,NV 0.50,1783672133129278800,finch_p2,True,True,False,False,False,True,False,False
0.9688,31,32,1.0,0.0,0.8845,0.9125,0.7913,0.892,0.4302479326725006,46,32,9,1.4375,unkda_nv050,7,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep7.npy,NV 0.50,1783672133129278800,louvain_res6,True,True,True,True,True,True,True,True
0.8125,26,32,1.0,0.0,0.7603,0.7914,0.5497,0.7587,0.2704228460788727,53,32,11,1.65625,unkda_nv050,8,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep8.npy,NV 0.50,1783673128197898200,finch_p2,False,True,False,False,False,False,False,False
0.9375,30,32,1.0,0.0,0.7841,0.8293,0.6924,0.7928,0.3938964009284973,47,32,7,1.46875,unkda_nv050,8,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep8.npy,NV 0.50,1783673128197898200,louvain_res6,False,True,False,False,False,True,False,False
0.875,28,32,1.0,0.0,0.7506,0.7932,0.5705,0.7544,0.3123831748962402,52,32,9,1.625,unkda_nv050,9,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep9.npy,NV 0.50,1783674126397887400,finch_p2,False,True,False,False,False,True,False,False
0.9062,29,32,1.0,0.0,0.7842,0.8261,0.6805,0.7911,0.3865893483161926,48,32,9,1.5,unkda_nv050,9,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep9.npy,NV 0.50,1783674126397887400,louvain_res6,False,True,False,False,False,True,False,False
0.875,28,32,1.0,0.0,0.756,0.7824,0.5737,0.7528,0.2885653376579284,51,32,11,1.59375,unkda_nv050,10,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep10.npy,NV 0.50,1783675119911218100,finch_p2,False,True,False,False,False,False,False,False
0.9062,29,32,1.0,0.0,0.7845,0.8238,0.6757,0.7906,0.3831699788570404,46,32,8,1.4375,unkda_nv050,10,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_ep10.npy,NV 0.50,1783675119911218100,louvain_res6,False,True,False,False,False,True,False,False
0.7812,25,32,1.0,0.0,0.8685,0.8593,0.6325,0.8551,0.3421599864959717,50,32,14,1.5625,unkda_nv050_blend005,6,0.5,D:\project\unknown-contrastive\result_grouping\_unknown_mixed260710\embeddings\unkda_nv050_blend005_ep6.npy,NV 0.50 blend005,1783908374345594000,finch_p2,False,True,True,False,False,True,,False
